W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID,CyYoung
12,14,33,33,5,1,0,695,209,95,18,89,162,0.23,3.69,5,5,11,7,989,0,101,0,0,0,1988,0
16,6,34,34,2,1,0,695,213,96,28,52,218,0.242,3.73,3,12,8,1,948,0,100,4,5,0,2007,0
16,14,35,35,4,2,0,695,250,99,23,37,197,0,3.85,0,4,1,0,963,0,108,0,0,0,1999,0
15,10,34,34,9,2,0,695,229,96,24,68,108,0.25,3.73,9,2,1,0,979,0,111,0,0,0,1979,0
20,3,35,28,8,4,0,694,178,57,10,80,213,0.21,2.22,7,10,4,10,936,0,67,0,0,0,1988,0
14,14,35,35,8,1,0,694,213,99,13,86,153,0.24,3.85,11,12,5,3,988,0,112,0,0,0,1986,0
14,11,34,34,6,2,0,694,206,99,20,90,170,0.24,3.85,3,14,1,3,966,0,109,0,0,0,1990,0
13,15,35,35,3,0,0,694,259,102,25,54,132,0.28,3.97,4,6,1,1,980,0,112,0,0,0,1991,0
14,7,33,31,9,0,0,694,241,106,22,58,119,0.26,4.12,1,4,5,0,982,1,117,0,0,0,1977,0
11,17,41,33,8,3,2,694,240,98,24,49,88,0.26,3.81,7,3,5,0,966,4,105,0,0,0,1973,0
13,14,34,34,2,2,0,694,230,86,14,61,169,0.26,3.35,6,1,5,1,961,0,90,0,0,0,1992,0
14,13,34,34,1,0,0,694,221,102,25,74,164,0,3.97,3,9,6,1,979,0,111,0,0,0,1998,0
16,6,33,33,4,2,0,694,223,93,21,44,120,0.25,3.62,1,8,4,2,937,0,100,0,0,0,1992,0
14,11,35,34,8,1,0,694,238,105,18,63,108,0.26,4.09,0,2,4,1,975,0,112,0,0,0,1986,0
16,10,32,31,9,4,0,694,179,63,9,98,143,0.21,2.45,9,17,7,0,950,0,74,0,0,0,1968,0
15,6,32,32,10,3,0,694,179,75,15,112,150,0.21,2.92,5,13,6,1,965,0,87,0,0,0,1969,0
22,6,33,33,9,3,0,694,190,71,15,56,131,0.22,2.76,2,6,3,0,918,0,78,0,0,0,1990,0
22,6,33,33,9,3,0,694,190,71,15,56,131,0.22,2.76,2,6,3,0,918,0,78,0,0,0,1990,0
9,14,34,34,5,2,0,693,201,91,18,86,135,0.23,3.55,5,10,4,0,962,0,104,0,0,0,1983,0
9,19,33,33,12,0,0,693,268,121,29,84,115,0.29,4.71,3,4,0,2,1020,0,145,0,0,0,1987,0
16,12,34,32,8,3,0,693,221,66,18,69,98,0.25,2.57,1,2,7,1,950,0,71,0,0,0,1976,0
16,13,34,34,8,3,0,693,230,114,26,91,91,0.26,4.44,1,5,4,0,982,0,123,0,0,0,1979,0
11,14,33,33,6,2,0,692,252,98,15,83,123,0.28,3.82,5,8,3,0,998,0,112,0,0,0,1985,0
13,8,34,34,4,2,0,692,198,85,28,50,147,0.23,3.32,4,3,9,0,931,0,89,5,7,0,2002,0
15,15,34,34,4,2,0,692,200,97,23,86,179,0.23,3.78,7,14,4,2,968,0,111,0,0,0,1993,0
16,12,36,34,7,3,0,692,212,77,16,71,134,0.24,3,8,4,2,0,951,1,81,0,0,0,1970,0
20,5,33,33,6,1,0,692,197,60,29,50,133,0.23,2.34,2,1,2,2,917,0,64,0,0,0,1977,0
14,15,33,33,11,3,0,692,229,101,21,60,153,0.25,3.94,12,3,5,2,971,0,120,0,0,0,1972,0
12,9,36,35,7,1,0,692,210,84,15,91,160,0.24,3.28,3,15,2,0,981,0,97,0,0,0,1974,0
13,12,34,34,4,1,0,692,198,83,28,57,241,0.229,3.24,5,11,4,1,938,0,93,6,6,0,2003,0
14,10,45,34,4,1,0,691,244,91,26,58,120,0.27,3.56,8,11,3,0,972,3,110,0,0,0,1970,0
14,14,35,35,2,0,0,691,250,106,22,61,119,0.278,4.14,2,1,5,0,978,0,124,7,7,0,2003,0
11,14,35,35,6,1,0,691,239,106,14,70,128,0.26,4.14,8,9,2,3,983,0,115,0,0,0,1982,0
20,11,33,33,5,2,0,691,186,62,15,56,213,0.224,2.42,2,2,4,0,910,0,68,13,6,0,2010,0
18,10,36,34,3,1,1,691,215,98,28,77,160,0.22,3.83,7,6,6,0,963,1,107,0,0,0,1996,0
14,14,36,36,1,0,0,691,241,107,32,56,115,0.26,4.18,4,3,4,1,983,0,124,0,0,0,1991,0
15,12,34,34,6,3,0,691,244,123,27,99,106,0,4.81,4,10,11,0,995,0,127,0,0,0,1999,0
17,10,33,33,7,2,0,691,188,97,32,89,146,0.22,3.79,2,16,9,0,958,0,115,0,0,0,1986,0
13,17,36,35,4,1,0,691,257,133,28,96,158,0,5.2,4,12,7,0,1020,1,141,0,0,0,1998,0
10,13,34,34,2,0,0,691,243,100,28,49,179,0.271,3.91,6,3,4,0,971,0,111,15,7,0,2002,0
13,15,34,33,15,2,0,691,206,82,16,86,97,0.24,3.2,0,10,2,0,957,1,97,0,0,0,1978,0
19,8,34,34,2,1,0,690,197,86,18,67,197,0.232,3.37,7,5,9,0,938,0,96,4,9,0,2009,0
13,6,33,33,5,1,0,690,181,66,21,47,216,0.213,2.58,1,4,9,0,921,0,76,13,4,0,2000,0
15,10,34,34,7,4,0,690,213,73,14,70,108,0.24,2.86,8,10,3,1,958,0,89,0,0,0,1975,0
14,10,33,33,3,0,0,690,211,83,19,68,104,0.24,3.25,11,7,2,0,939,0,91,0,0,0,1986,0
7,17,33,32,8,4,1,690,212,82,10,69,150,0.25,3.21,7,10,4,1,944,1,93,0,0,0,1976,0
15,12,39,30,10,8,1,690,182,72,20,80,200,0.21,2.82,5,7,7,2,937,6,81,0,0,0,1989,0
14,10,34,34,3,1,0,690,240,101,16,40,140,0.269,3.95,4,3,4,1,950,0,106,5,8,0,2007,0
12,18,34,32,10,3,0,689,222,109,40,68,168,0.24,4.27,2,6,6,2,980,1,124,0,0,0,1970,0
14,13,36,36,5,0,0,689,206,97,16,77,148,0.24,3.8,1,20,3,2,947,0,101,0,0,0,1991,0
14,7,33,33,3,1,0,689,210,78,18,53,169,0.243,3.06,7,2,1,1,931,0,83,10,3,0,2005,0
15,13,36,36,1,1,0,689,212,89,18,56,128,0.24,3.49,3,5,4,3,949,0,105,0,0,0,1991,0
17,11,36,36,4,1,0,689,250,112,23,86,123,0.27,4.39,8,3,5,2,1005,0,118,0,0,0,1987,0
12,12,33,33,8,2,0,689,240,96,23,61,87,0.27,3.76,3,3,4,0,973,0,107,0,0,0,1984,0
20,8,35,35,9,1,0,689,266,105,23,31,166,0.289,4.11,0,9,8,1,972,0,115,6,7,0,2000,0
13,16,38,35,10,3,0,688,244,92,17,58,131,0.27,3.61,5,10,5,0,975,0,115,0,0,0,1971,0
13,15,38,36,7,2,0,688,254,120,15,109,165,0.28,4.71,6,12,5,0,1035,1,133,0,0,0,1975,0
15,11,34,34,2,1,0,688,196,83,31,49,130,0.23,3.26,8,5,3,1,919,0,93,0,0,0,1993,0
14,10,33,33,3,1,0,688,192,80,27,38,223,0.224,3.14,2,13,4,0,909,0,83,8,3,0,2009,0
11,13,35,31,6,1,0,688,243,115,31,70,189,0.27,4.51,4,3,3,4,973,0,123,0,0,0,1985,0
14,12,38,30,13,2,0,688,231,96,17,86,127,0.26,3.77,16,1,6,1,973,4,104,0,0,0,1979,0
18,6,37,29,10,6,3,688,193,64,12,40,111,0.22,2.51,9,3,0,1,907,7,74,0,0,0,1980,0
13,16,33,33,5,0,0,688,235,104,19,68,152,0.266,4.08,4,3,14,0,985,0,116,12,7,0,2001,0
20,6,33,33,4,3,0,688,202,63,13,74,157,0,2.47,2,3,2,0,934,0,67,0,0,0,1998,0
20,6,33,33,4,3,0,688,202,63,13,74,157,0,2.47,2,3,2,0,934,0,67,0,0,0,1998,0
21,8,34,34,6,4,0,688,214,88,16,51,153,0.249,3.45,4,4,5,0,927,0,92,8,3,0,2001,0
18,8,34,34,12,4,0,688,225,95,18,65,81,0.25,3.73,5,2,4,0,944,0,100,0,0,0,1982,0
23,5,35,35,1,0,0,688,182,70,24,78,182,0.218,2.75,2,2,9,1,939,0,79,9,7,0,2002,0
16,8,33,33,6,3,0,688,195,55,11,51,242,0.23,2.16,0,5,4,0,915,0,64,8,3,0,2009,0
23,5,35,35,1,0,0,688,182,70,24,78,182,0.218,2.75,2,2,9,1,939,0,79,9,7,0,2002,0
13,14,32,32,9,2,0,687,206,93,14,74,174,0.24,3.66,2,5,6,0,941,0,103,0,0,0,1992,0
13,7,33,33,1,0,0,687,214,91,14,79,163,0.24,3.58,7,11,0,7,964,0,104,0,0,0,1984,0
16,11,35,34,5,1,0,687,202,93,18,69,153,0.24,3.66,8,12,2,6,938,0,98,0,0,0,1989,0
14,12,33,33,1,0,0,687,229,90,21,59,172,0.265,3.54,4,14,2,1,943,0,98,10,7,0,2005,0
14,11,34,34,5,1,0,687,260,110,30,46,126,0.28,4.32,7,2,5,1,985,0,122,0,0,0,1988,0
13,11,32,32,12,2,0,687,227,97,14,46,125,0.26,3.81,3,3,3,0,937,0,101,0,0,0,1992,0
16,6,37,37,6,2,0,687,243,94,11,83,99,0.27,3.69,2,5,2,0,980,0,104,0,0,0,1977,0
15,10,34,34,5,3,0,687,221,98,9,95,130,0.25,3.85,5,5,4,0,983,0,107,0,0,0,1985,0
20,10,33,32,9,2,0,687,180,79,23,62,172,0.21,3.1,12,7,3,0,924,1,87,0,0,0,1989,0
17,9,34,34,1,0,0,686,189,72,20,74,139,0.229,2.83,8,5,9,0,920,0,74,9,2,0,2010,0
17,11,34,34,4,3,0,686,202,80,20,42,214,0.237,3.15,2,6,4,0,909,0,87,5,6,0,2001,0
16,12,33,32,8,3,0,686,224,86,15,58,154,0.25,3.38,6,7,1,1,954,0,105,0,0,0,1975,0
14,12,33,33,4,3,0,686,176,71,27,34,276,0.208,2.79,2,10,5,1,899,0,74,11,2,0,2015,0
16,11,34,34,11,2,0,686,216,91,38,49,124,0.24,3.58,0,5,0,1,939,0,100,0,0,0,1987,0
18,8,33,33,5,2,0,686,229,80,18,65,69,0.26,3.15,8,3,4,3,953,0,88,0,0,0,1985,0
9,15,37,32,9,3,1,686,196,96,24,63,182,0.23,3.78,6,4,3,3,918,3,104,0,0,0,1988,0
13,13,34,33,12,6,0,686,185,58,18,55,169,0.21,2.28,12,5,3,0,910,0,63,0,0,0,1968,0
11,12,33,33,4,1,0,686,207,86,26,72,178,0.241,3.38,4,10,8,1,949,0,95,4,7,0,2011,0
13,9,34,34,2,0,0,686,215,80,20,68,196,0.251,3.15,0,11,8,2,946,0,82,6,7,0,2013,0
14,9,32,32,6,3,0,686,215,66,13,47,127,0.25,2.6,8,2,1,0,918,0,73,0,0,0,1990,0
17,11,35,34,9,6,0,686,201,74,13,56,180,0.23,2.91,4,9,6,6,932,0,87,0,0,0,1988,0
21,6,31,31,7,4,0,685,193,49,7,54,209,0.22,1.93,3,8,7,0,920,0,59,0,0,0,1990,0
18,8,45,30,7,4,2,685,198,89,24,69,153,0.23,3.51,8,3,3,2,942,12,95,0,0,0,1973,0
16,11,33,33,3,2,0,685,180,81,23,85,234,0.19,3.19,6,11,2,3,932,0,93,0,0,0,1996,0
14,6,35,32,9,1,1,685,203,88,20,57,135,0.23,3.47,4,9,3,4,937,1,98,0,0,0,1978,0
14,13,35,35,0,0,0,685,185,98,26,89,171,0.221,3.86,0,4,13,0,953,0,106,8,7,0,2005,0
10,16,33,33,8,3,0,685,205,86,9,68,139,0.24,3.39,8,6,16,1,943,0,98,0,0,0,1971,0
17,11,33,33,7,2,0,685,224,99,36,38,129,0.256,3.9,1,3,7,1,935,0,111,2,13,0,2002,0
12,11,32,32,10,2,0,685,269,115,35,51,58,0.29,4.53,1,3,1,1,970,0,125,0,0,0,1983,0
12,15,36,35,10,1,0,685,243,112,15,89,150,0.27,4.41,3,12,11,1,1010,0,123,0,0,0,1969,0
15,10,33,33,13,3,0,685,196,68,16,66,172,0.23,2.68,2,11,2,0,927,0,79,0,0,0,1972,0
17,10,33,33,7,4,0,685,225,86,13,60,112,0.25,3.39,3,8,4,1,946,0,95,0,0,0,1992,0
17,8,34,34,4,0,0,684,225,85,16,69,143,0.25,3.36,6,10,10,0,956,0,92,0,0,0,1990,0
16,10,35,35,6,3,0,684,234,81,15,29,120,0.26,3.2,3,1,2,0,916,0,95,0,0,0,1991,0
13,14,33,33,9,3,0,684,209,82,16,47,131,0.24,3.24,7,6,1,7,925,0,90,0,0,0,1978,0
13,11,37,35,12,4,0,684,225,98,25,57,73,0.25,3.87,2,1,11,0,955,2,108,0,0,0,1982,0
14,8,33,33,2,0,0,684,225,98,26,60,146,0.259,3.87,2,20,3,1,943,0,102,5,5,0,2005,0
10,14,35,35,4,1,0,684,267,119,29,51,115,0.27,4.7,0,8,6,0,988,0,136,0,0,0,1996,0
16,13,34,34,12,2,0,684,217,100,21,72,128,0.25,3.95,5,9,7,0,954,0,111,0,0,0,1982,0
18,7,33,33,2,0,0,684,168,68,24,59,205,0,2.68,2,5,4,0,906,0,80,0,0,0,1999,0
14,8,32,32,4,0,0,684,235,98,23,48,137,0,3.87,1,3,9,0,945,0,108,0,0,0,1999,0
20,6,34,34,1,1,0,684,156,66,24,54,265,0.192,2.61,0,7,9,0,881,0,70,3,3,0,2004,0
20,6,34,34,1,1,0,684,156,66,24,54,265,0.192,2.61,0,7,9,0,881,0,70,3,3,0,2004,0
12,14,38,35,7,1,0,683,241,88,21,32,83,0.27,3.48,3,1,0,0,924,1,95,0,0,0,1976,0
14,9,33,33,2,2,0,683,170,64,16,63,229,0.21,2.53,5,6,5,2,901,0,70,18,4,0,2012,0
13,7,37,28,11,4,0,683,196,64,21,30,161,0.23,2.53,6,10,7,0,911,4,72,0,0,0,1967,0
9,19,36,34,10,4,0,683,211,88,8,103,156,0.24,3.48,10,7,6,1,988,1,114,0,0,0,1971,0
15,14,35,34,2,1,0,683,201,99,17,80,149,0.23,3.91,2,3,3,1,949,1,104,0,0,0,1992,0
15,13,36,33,10,3,0,683,218,89,17,63,126,0.25,3.52,7,9,2,1,954,1,104,0,0,0,1969,0
15,9,35,35,2,1,0,683,235,96,24,52,99,0.26,3.8,13,5,5,1,957,0,98,0,0,0,1990,0
12,16,37,35,8,1,0,683,222,102,17,81,138,0.25,4.03,8,19,0,1,960,1,115,0,0,0,1974,0
15,10,33,33,3,2,0,683,208,89,25,58,223,0.239,3.52,2,7,11,1,944,0,103,3,2,0,2012,0
14,10,33,33,2,2,0,682,193,78,28,53,196,0.227,3.09,7,0,1,0,914,0,89,6,2,0,2008,0
13,13,34,34,2,0,0,682,257,115,20,78,127,0.285,4.55,2,1,11,1,998,0,126,3,4,0,2000,0
18,9,34,34,4,2,0,682,205,96,23,101,171,0.24,3.8,1,6,8,3,955,0,102,0,0,0,1991,0
16,9,31,31,8,1,0,682,168,62,15,59,192,0.2,2.45,4,0,6,6,895,0,66,0,0,0,1988,0
12,11,34,32,7,2,1,682,226,74,18,78,149,0.26,2.93,7,3,2,3,957,1,86,0,0,0,1984,0
16,11,34,34,2,1,0,682,228,78,22,65,179,0.265,3.09,3,6,11,1,956,0,83,13,5,0,2001,0
14,10,33,33,2,2,0,682,193,78,28,53,196,0.227,3.09,7,0,1,0,914,0,89,6,2,0,2008,0
15,5,36,32,8,2,1,681,195,79,22,63,103,0.23,3.13,1,2,4,1,920,1,85,0,0,0,1982,0
20,9,32,32,5,3,0,681,184,60,10,50,179,0.222,2.38,5,4,7,1,898,0,64,8,3,24,2014,0
18,11,36,34,8,4,0,681,206,100,26,79,172,0.24,3.96,1,2,2,0,944,1,105,0,0,0,1985,0
17,8,32,32,9,2,0,681,195,96,25,79,172,0.23,3.81,6,8,6,0,944,0,103,0,0,0,1969,0
13,13,35,35,4,2,0,681,213,107,32,74,158,0.24,4.24,5,3,9,2,958,0,113,0,0,0,1992,0
16,13,39,38,5,2,0,681,223,107,32,81,99,0.26,4.24,10,8,7,1,953,0,114,0,0,0,1970,0
15,11,34,34,1,1,0,681,253,108,27,77,149,0.28,4.28,4,5,7,0,991,0,115,0,0,0,1997,0
14,8,34,34,1,1,0,681,224,81,23,44,180,0.256,3.21,0,12,11,2,939,0,95,3,7,16,2014,0
9,16,33,32,12,1,0,681,213,93,23,95,127,0.25,3.69,3,11,9,0,963,0,113,0,0,0,1979,0
16,11,33,33,5,1,0,681,198,67,22,48,117,0.23,2.66,6,2,5,3,914,0,77,0,0,0,1989,0
15,13,38,30,6,0,0,681,213,108,26,103,165,0.25,4.28,11,17,3,0,977,3,123,0,0,0,1982,0
18,5,34,33,2,1,0,681,182,66,11,84,265,0.221,2.62,1,17,6,2,928,0,72,11,3,0,2008,0
13,13,34,34,10,2,0,680,213,89,24,81,115,0.25,3.53,5,8,1,0,947,0,103,0,0,0,1984,0
13,15,34,34,2,0,0,680,266,132,24,85,138,0.297,5.24,7,7,3,0,1008,0,143,12,12,0,2001,0
11,15,33,33,8,4,0,680,203,82,16,60,116,0.24,3.26,6,2,1,0,925,0,93,0,0,0,1976,0
14,8,33,32,8,5,0,680,193,65,18,62,206,0.22,2.58,7,3,5,2,932,1,73,0,0,0,1967,0
21,6,32,32,3,0,0,680,206,82,23,35,203,0.239,3.26,0,3,5,0,910,0,84,3,6,0,2004,0
22,7,34,34,3,1,0,680,206,83,13,65,183,0.242,3.3,5,8,12,1,944,0,95,8,9,0,2008,0
17,9,33,33,5,1,0,680,223,84,23,58,151,0,3.34,8,7,7,0,939,0,90,0,0,0,1998,0
19,9,31,31,11,2,0,680,207,77,15,63,137,0.23,3.06,5,4,2,0,943,0,93,0,0,0,1971,0
12,9,32,32,3,0,0,680,230,91,27,37,100,0.26,3.61,7,5,1,0,919,0,100,0,0,0,1984,0
8,20,32,32,6,1,0,680,195,88,17,81,192,0.23,3.49,8,2,4,4,940,0,102,0,0,0,1977,0
12,16,34,34,4,1,0,680,261,112,27,51,141,0.286,4.45,1,5,5,0,978,0,119,7,4,0,2000,0
14,11,42,26,10,4,2,679,165,59,11,59,147,0.2,2.35,4,4,1,0,895,10,67,0,0,0,1992,0
11,16,42,35,5,2,2,679,229,81,8,84,114,0.26,3.22,7,5,14,0,980,5,95,0,0,0,1968,0
14,10,33,33,2,1,0,679,210,92,30,97,209,0.243,3.66,7,4,5,0,974,0,102,4,5,0,2000,0
20,9,35,35,4,0,0,679,256,98,22,44,91,0.28,3.9,13,4,4,0,954,0,109,0,0,0,1991,0
21,9,34,34,1,0,0,679,196,73,17,56,207,0.233,2.9,2,3,10,1,922,0,75,7,6,0,2003,0
16,11,32,32,6,0,0,679,172,62,12,60,147,0.21,2.47,3,2,9,0,900,0,75,0,0,0,1992,0
14,12,37,37,7,1,0,679,238,116,31,52,84,0.26,4.61,6,3,1,0,957,0,126,0,0,0,1982,0
10,12,33,33,7,2,0,678,212,105,29,78,152,0.24,4.18,4,10,7,0,950,0,114,0,0,0,1987,0
11,11,35,35,2,1,0,678,245,130,24,105,144,0.27,5.18,1,12,9,0,1014,0,135,0,0,0,1991,0
13,14,32,32,12,2,0,678,232,97,18,70,144,0.26,3.86,9,11,2,4,958,0,97,0,0,0,1988,0
12,15,33,32,6,1,1,678,201,96,21,61,146,0.23,3.82,6,4,1,1,927,1,109,0,0,0,1979,0
14,14,37,37,4,0,0,678,228,112,23,78,111,0.25,4.46,2,8,3,1,975,0,125,0,0,0,1985,0
9,19,43,35,7,1,1,678,244,117,17,95,137,0.27,4.66,11,10,14,2,1007,4,126,0,0,0,1974,0
10,11,32,32,7,2,0,678,191,74,16,49,156,0.22,2.95,9,1,6,1,908,0,80,0,0,0,1990,0
13,10,31,30,6,3,1,678,213,73,11,47,144,0.24,2.91,9,6,4,1,927,1,84,0,0,0,1972,0
18,10,34,34,3,1,0,678,173,82,21,124,217,0.214,3.27,4,13,12,0,963,0,92,12,5,0,2000,0
15,11,33,33,6,2,0,678,235,99,24,26,137,0.271,3.94,0,4,10,1,919,0,105,10,6,0,2001,0
13,19,36,36,8,1,0,678,252,103,23,75,90,0.28,4.1,8,1,1,1,985,0,122,0,0,0,1974,0
17,8,34,34,4,0,0,677,207,95,32,47,211,0.243,3.79,2,3,12,1,920,0,102,5,5,0,2005,0
17,8,33,33,5,1,0,677,223,111,25,83,140,0.264,4.43,1,10,12,0,952,0,119,7,6,0,2004,0
9,15,32,32,7,0,0,677,232,93,20,54,101,0.26,3.71,9,6,2,2,937,0,97,0,0,0,1976,0
15,10,34,34,6,3,0,677,180,73,15,79,153,0.21,2.91,8,8,4,1,928,0,80,0,0,0,1989,0
12,15,36,35,3,1,0,677,243,111,21,57,150,0.27,4.43,1,4,6,0,964,0,123,0,0,0,1993,0
13,14,34,34,9,1,0,677,232,81,8,91,213,0.26,3.23,4,5,3,1,980,0,93,0,0,0,1969,0
16,7,31,31,7,1,0,676,232,93,15,48,139,0.268,3.71,3,4,3,0,927,0,101,2,7,0,2007,0
16,12,33,33,3,0,0,676,210,104,35,68,151,0.245,4.15,4,8,11,0,943,0,113,1,6,0,2005,0
13,11,34,33,11,2,1,676,248,101,29,56,74,0.28,4.03,2,3,2,2,940,1,112,0,0,0,1980,0
13,10,34,34,3,1,0,676,198,92,13,86,208,0.23,3.67,7,10,2,0,940,0,95,0,0,0,1988,0
12,14,35,34,11,3,0,676,197,75,20,80,168,0.23,3,10,10,4,0,939,1,91,0,0,0,1968,0
13,10,34,34,1,0,0,676,236,115,34,76,150,0.24,4.59,5,13,3,0,971,0,123,0,0,0,1996,0
8,18,34,33,7,1,0,676,198,88,15,107,176,0.23,3.51,7,16,6,0,963,0,106,0,0,0,1990,0
15,7,32,32,4,2,0,676,168,62,10,68,261,0.206,2.48,2,11,6,0,905,0,69,12,5,0,2009,0
13,15,35,35,3,0,0,675,239,106,29,36,136,0.275,4.24,4,8,7,0,936,0,112,19,6,0,2005,0
6,16,39,34,5,2,1,675,215,104,23,75,125,0.25,4.16,7,5,3,6,943,3,112,0,0,0,1983,0
17,10,35,33,5,2,0,675,188,85,16,118,204,0.23,3.4,5,4,8,2,965,0,99,0,0,0,1984,0
12,11,34,33,7,0,0,675,229,106,31,53,102,0.26,4.24,2,0,6,2,934,0,113,0,0,0,1987,0
13,11,34,34,8,1,0,675,242,86,18,53,83,0.27,3.44,5,3,4,0,944,0,98,0,0,0,1984,0
14,9,35,31,10,2,1,675,205,78,7,71,105,0.24,3.12,6,6,5,1,923,3,86,0,0,0,1984,0
15,11,32,32,4,2,0,675,176,73,26,80,178,0.216,2.92,2,9,14,1,917,0,85,6,1,0,2011,0
8,16,34,31,7,2,0,675,224,75,12,58,100,0.25,3,5,0,5,0,948,0,89,0,0,0,1976,0
15,7,33,33,0,0,0,675,219,83,20,54,173,0.23,3.32,10,1,3,5,945,0,94,0,0,0,1996,0
16,12,34,34,13,1,0,675,210,100,16,97,235,0.24,4,8,16,9,3,979,0,119,0,0,0,1969,0
20,8,33,33,7,5,0,675,197,69,6,70,129,0.23,2.76,7,5,2,0,919,0,81,0,0,0,1992,0
18,7,32,32,4,3,0,675,165,80,18,77,251,0.202,3.2,3,7,3,1,907,0,84,7,3,0,2004,0
18,7,32,32,4,3,0,675,165,80,18,77,251,0.202,3.2,3,7,3,1,907,0,84,7,3,0,2004,0
14,13,34,34,3,1,0,674,207,105,35,71,177,0.242,4.21,0,7,10,1,943,0,113,2,6,0,2013,0
15,8,33,33,4,1,0,674,197,80,27,54,218,0.23,3.2,3,5,3,0,905,0,87,0,0,0,1997,0
18,11,36,36,2,1,0,674,210,74,21,78,127,0.252,2.96,8,2,8,0,936,0,85,12,6,0,2002,0
13,12,32,32,7,0,0,674,223,99,33,66,176,0,3.97,2,12,10,0,954,0,115,0,0,0,1998,0
15,9,35,34,2,0,1,674,211,96,27,64,138,0.24,3.85,7,2,11,4,945,1,110,0,0,0,1993,0
15,9,36,35,6,3,0,674,204,77,13,88,105,0.24,3.08,1,1,1,2,943,0,86,0,0,0,1983,0
13,13,33,33,11,3,0,673,228,93,31,43,127,0.26,3.73,3,1,2,0,926,0,101,0,0,0,1982,0
16,10,34,34,1,1,0,673,221,83,10,53,132,0.261,3.33,8,5,8,2,925,0,87,11,6,0,2007,0
21,5,30,30,11,1,0,673,188,72,24,58,91,0.22,2.89,2,5,5,0,899,0,75,0,0,0,1971,0
12,13,34,34,0,0,0,673,192,87,22,63,218,0.23,3.49,5,2,9,0,918,0,93,4,7,0,2011,0
18,9,33,33,4,0,0,673,190,84,14,71,219,0.228,3.37,0,11,6,2,925,0,89,6,8,0,2010,0
11,14,34,34,3,0,0,673,247,128,32,51,130,0.26,5.14,7,4,7,2,946,0,132,0,0,0,1996,0
13,12,34,33,10,3,0,673,192,71,20,65,168,0.23,2.85,4,7,0,2,909,0,77,0,0,0,1968,0
15,10,30,30,8,0,0,673,198,72,19,68,123,0.23,2.89,3,6,3,0,918,0,82,0,0,0,1984,0
13,14,33,33,9,2,0,673,231,111,18,82,109,0.27,4.45,6,5,1,0,955,0,118,0,0,0,1980,0
13,12,34,34,0,0,0,673,187,75,23,54,233,0.222,3.01,0,7,0,1,905,0,83,2,5,0,2010,0
14,11,34,34,11,4,0,673,218,88,18,48,93,0.25,3.53,1,2,2,0,919,0,100,0,0,0,1976,0
14,10,31,31,10,3,0,672,202,74,14,61,129,0.24,2.97,8,3,0,2,914,0,79,0,0,0,1980,0
9,17,31,29,15,0,1,672,214,98,16,90,135,0.25,3.94,3,6,9,0,956,1,104,0,0,0,1976,0
9,18,36,34,11,2,0,672,219,100,11,109,152,0.25,4.02,1,5,7,0,981,1,115,0,0,0,1987,0
16,10,34,33,4,0,0,672,238,99,26,74,109,0.27,3.98,0,2,3,0,959,0,108,0,0,0,1980,0
13,12,35,34,6,1,0,672,212,97,26,69,136,0.24,3.9,10,7,3,0,945,0,109,0,0,0,1973,0
14,10,32,32,6,3,0,672,211,75,13,61,122,0.24,3.01,12,3,4,0,939,0,88,0,0,0,1973,0
10,13,33,31,10,1,0,672,230,101,27,60,83,0.26,4.06,4,3,6,0,938,2,104,0,0,0,1974,0
16,11,33,33,5,0,0,672,229,91,17,73,179,0.26,3.66,0,6,4,0,947,0,103,0,0,0,1992,0
14,15,36,34,3,1,0,672,232,81,8,60,137,0.26,3.25,5,6,3,2,950,0,95,0,0,0,1984,0
19,9,33,33,2,2,0,672,219,75,18,52,179,0.254,3.01,2,9,12,1,929,0,87,1,1,0,2007,0
10,15,33,32,7,2,0,672,231,70,11,72,146,0.26,2.81,11,7,4,2,965,0,79,0,0,0,1968,0
12,12,32,32,7,0,0,672,212,86,24,58,158,0.25,3.46,5,2,3,1,922,0,98,0,0,0,1982,0
4,18,33,33,4,0,0,672,271,129,33,89,137,0.302,5.18,2,7,9,2,1008,0,141,7,6,0,2002,0
14,11,34,34,3,2,0,672,220,105,35,43,157,0.256,4.22,1,2,18,0,930,0,111,8,3,0,2005,0
18,7,31,30,12,4,0,671,172,70,16,64,148,0.21,2.82,2,3,0,1,895,0,76,0,0,0,1975,0
10,14,33,33,6,1,0,671,227,89,21,74,147,0.26,3.58,8,8,8,0,955,0,105,0,0,0,1989,0
8,12,35,32,5,1,0,671,249,98,19,54,123,0.27,3.94,2,3,4,0,955,2,110,0,0,0,1984,0
11,10,33,33,7,3,0,671,189,72,18,82,150,0.23,2.9,4,8,6,3,913,0,76,0,0,0,1974,0
16,10,34,34,1,0,0,671,227,109,30,63,181,0.26,4.39,3,7,6,1,955,0,110,4,8,0,2002,0
12,14,35,35,4,1,0,671,197,59,16,70,102,0.23,2.37,7,6,14,0,928,0,75,0,0,0,1968,0
11,9,33,33,9,4,0,671,188,78,21,63,162,0.22,3.14,5,7,1,1,903,0,85,0,0,0,1990,0
7,15,37,36,6,3,0,671,221,82,16,56,73,0.25,3.3,8,2,4,2,928,0,96,0,0,0,1978,0
